,id,Rating,Total User Ratings,Address,City,State,Lat,Long_,Restaurant
112,113,3.2,845,"2151 Snelling Ave, Roseville","2151 Snelling Ave, Roseville",MN,45.00597430000001,-93.167211,Burger King
113,114,3.4,700,"3650 Aquila Ave S, St Louis Park","3650 Aquila Ave S, St Louis Park",MN,44.9368604,-93.3885814,Burger King
114,115,3.7,704,"1275 Town Centre Dr, Eagan","1275 Town Centre Dr, Eagan",MN,44.8329295,-93.1602334,Burger King
115,116,3.3,539,"100 W 98th St, Bloomington","100 W 98th St, Bloomington",MN,44.8267286,-93.2800882,Burger King
116,117,3.5,496,"1150 Hwy 13 E, Burnsville","1150 Hwy 13 E, Burnsville",MN,44.7842929,-93.2592353,Burger King
117,118,3.2,807,"1500 Stinson Blvd NE, Minneapolis","1500 Stinson Blvd NE, Minneapolis",MN,45.0034343,-93.2280197,Burger King
118,119,3.1,1243,"695 7th St E, St Paul","695 7th St E, St Paul",MN,44.958552,-93.073428,Burger King
119,120,3.2,606,"12309 Central Ave NE, Blaine","12309 Central Ave NE, Blaine",MN,45.1947609,-93.233918,Burger King
120,121,3.2,915,"841 Maryland Ave E, St Paul","841 Maryland Ave E, St Paul",MN,44.977726,-93.0651399,Burger King
121,122,3.4,622,"96 W 66th St, Richfield","96 W 66th St, Richfield",MN,44.8838531,-93.2805629,Burger King
122,123,3.2,656,"1698 Rice St, St Paul","1698 Rice St, St Paul",MN,44.992145,-93.1053711,Burger King
123,124,3.0,604,"10801 Bloomington Ferry Rd, Bloomington","10801 Bloomington Ferry Rd, Bloomington",MN,44.8075813,-93.3834538,Burger King
124,125,3.6,745,"1330 1st Ave E, Shakopee","1330 1st Ave E, Shakopee",MN,44.8003514,-93.5084615,Burger King
125,126,3.4,2027,"2400 Nicollet Ave, Minneapolis","2400 Nicollet Ave, Minneapolis",MN,44.9589606,-93.278245,McDonald's
126,127,3.4,1357,"2929 Hennepin Ave S, Minneapolis","2929 Hennepin Ave S, Minneapolis",MN,44.9490949,-93.2980222,McDonald's
127,128,3.5,1375,"4435 N Lyndale Ave, Minneapolis","4435 N Lyndale Ave, Minneapolis",MN,45.0364065,-93.2883909,McDonald's
128,129,3.3,2196,"3990 12th Ave E, Shakopee","3990 12th Ave E, Shakopee",MN,44.7844779,-93.4702943,McDonald's
129,130,3.5,2243,"8030 Nicollet Ave, Bloomington","8030 Nicollet Ave, Bloomington",MN,44.8578538,-93.2791715,McDonald's
130,131,3.5,922,"2705 Annapolis Cir N, Plymouth","2705 Annapolis Cir N, Plymouth",MN,45.0097975,-93.452406,McDonald's
131,132,3.3,1586,"1440 Stinson Blvd NE, Minneapolis","1440 Stinson Blvd NE, Minneapolis",MN,45.0027427,-93.2283215,McDonald's
132,133,3.5,1034,"6320 W Lake St, St Louis Park","6320 W Lake St, St Louis Park",MN,44.9424074,-93.3598664,McDonald's
133,134,3.3,1543,"916 W Broadway, Minneapolis","916 W Broadway, Minneapolis",MN,44.9998628,-93.2923566,McDonald's
134,135,3.5,1864,"1570 University Ave W, St Paul","1570 University Ave W, St Paul",MN,44.9553975,-93.1654037,McDonald's
135,136,3.3,1325,"7685 W Broadway, Brooklyn Park","7685 W Broadway, Brooklyn Park",MN,45.0929418,-93.3772943,McDonald's
136,137,3.5,1466,"9530 Blackoaks Ln N, Maple Grove","9530 Blackoaks Ln N, Maple Grove",MN,45.1275434,-93.4890926,McDonald's
137,138,3.6,1316,"5200 Excelsior Blvd, St Louis Park","5200 Excelsior Blvd, St Louis Park",MN,44.93182300000001,-93.347108,McDonald's
138,139,3.7,1007,"6645 Lyndale Ave S, Richfield","6645 Lyndale Ave S, Richfield",MN,44.8819916,-93.2868594,McDonald's
139,140,3.7,1058,"9529 Lyndale Ave S, Bloomington","9529 Lyndale Ave S, Bloomington",MN,44.830381,-93.2877338,McDonald's
140,141,3.6,1358,"4605 Central Ave NE, Minneapolis","4605 Central Ave NE, Minneapolis",MN,45.0521268,-93.2468777,McDonald's
141,142,3.4,1084,"3220 Southdale Cir, Edina","3220 Southdale Cir, Edina",MN,44.8821464,-93.3196434,McDonald's
142,143,3.3,1289,"1351 Town Centre Dr, Eagan","1351 Town Centre Dr, Eagan",MN,44.8298751,-93.1653081,McDonald's
143,144,3.5,922,"3990 Co Rd 42, Savage","3990 Co Rd 42, Savage",MN,44.7470477,-93.3300126,McDonald's
144,145,3.3,2022,"1388 Maryland Ave E, St Paul","1388 Maryland Ave E, St Paul",MN,44.97717,-93.0426569,McDonald's
