X,Y,OBJECTID,ID,Letter,Address,City,State,Zip,Phone,Lat,Long_,Restaurant
-112.215,33.6384,7451,7451,c,7280 W Bell Rd,Glendale,AZ,85308-8528,(623) 776-1695,33.6384,-112.215,Carl's Jr.
-112.356,33.4642000000001,7452,7452,c,13837 W McDowell Rd,Goodyear,AZ,85338-2608,(623) 536-6397,33.4642,-112.356,Carl's Jr.
-111.964,33.3781000000001,7453,7453,c,1519 W Baseline Rd,Guadalupe,AZ,85283,(480) 838-4063,33.3781,-111.964,Carl's Jr.
-114.065,35.1908,7454,7454,c,789 W Beale St,Kingman,AZ,86401-5942,(928) 753-1989,35.1908,-114.065,Carl's Jr.
-114.348,34.4819000000001,7455,7455,c,275 N Lake Havasu Avenue,Lake Havasu City,AZ,86403,(928) 680-7717,34.4819,-114.348,Carl's Jr.
-111.241,32.4397000000001,7456,7456,c,3790 W Ina Rd,Marana,AZ,85653-2093,(520) 744-0392,32.4397,-111.241,Carl's Jr.
-112.046,33.07,7457,7457,c,21000 N John Wayne Pkwy,Maricopa,AZ,85239-2916,(520) 568-5778,33.07,-112.046,Carl's Jr.
-111.863,33.3933000000001,7458,7458,c,1440 W Southern Ave,Mesa,AZ,85202,(480) 969-1383,33.3933,-111.863,Carl's Jr.
-111.788,33.3908000000001,7459,7459,c,1352 S Gilbert Rd,Mesa,AZ,85204-6004,(480) 892-4793,33.3908,-111.788,Carl's Jr.
-111.719,33.4361000000001,7460,7460,c,1129 N Higley Rd,Mesa,AZ,85205,(480) 396-2558,33.4361,-111.719,Carl's Jr.
-111.84,33.3813000000001,7461,7461,c,1850 S Country Club,Mesa,AZ,85210,(480) 835-1925,33.3813,-111.84,Carl's Jr.
-111.734,33.4517,7462,7462,c,4515 E McKellips Rd,Mesa,AZ,85215-2523,(480) 985-9260,33.4517,-111.734,Carl's Jr.
-110.947,31.3647,7463,7463,c,800 W Mariposa Rd,Nogales,AZ,85621,(520) 281-9699,31.3647,-110.947,Carl's Jr.
-110.959,32.3971000000001,7464,7464,c,10535 N Oracle Rd,Oro Valley,AZ,85737-9353,(520) 219-1665,32.3971,-110.959,Carl's Jr.
-112.22,33.5951,7465,7465,c,12110 N 75th Ave,Peoria,AZ,85345-8204,(623) 412-1053,33.5951,-112.22,Carl's Jr.
-112.281,33.5512000000001,7466,7466,c,9360 W Northern Ave,Peoria,AZ,85345,(623) 877-2078,33.5512,-112.281,Carl's Jr.
-112.031,33.4804,7467,7467,c,2342 E Thomas Rd,Phoenix,AZ,85016,(602) 955-6419,33.4804,-112.031,Carl's Jr.
-112.118,33.4805000000001,7468,7468,c,2750 W Thomas Rd,Phoenix,AZ,85017-5514,(602) 233-1385,33.4805,-112.118,Carl's Jr.
-112.065,33.5689,7469,7469,c,9111 N 7th St,Phoenix,AZ,85020-2515,(602) 443-0405,33.5689,-112.065,Carl's Jr.
-112.032,33.6403,7470,7470,c,2343 E Bell Rd,Phoenix,AZ,85022,(602) 482-9869,33.6403,-112.032,Carl's Jr.
-112.154,33.5094,7471,7471,c,4311 W Camelback Rd,Phoenix,AZ,85031-1424,(623) 245-1041,33.5094,-112.154,Carl's Jr.
-111.987,33.6000000000001,7472,7472,c,4506 E Cactus Rd,Phoenix,AZ,85032,(602) 996-1814,33.6,-111.987,Carl's Jr.
-112.223,33.4803000000001,7473,7473,c,7610 W Thomas,Phoenix,AZ,85033-5434,(623) 245-7015,33.4803,-112.223,Carl's Jr.
-112.03,33.4485,7474,7474,c,10 N 24th St,Phoenix,AZ,85034,(602) 275-8154,33.4485,-112.03,Carl's Jr.
-112.169,33.4606,7475,7475,c,1202 N 51st Ave,Phoenix,AZ,85043,(602) 269-3119,33.4606,-112.169,Carl's Jr.
-111.978,33.3055000000001,7476,7476,c,4916 E Chandler Blvd,Phoenix,AZ,85048-0859,(480) 753-5733,33.3055,-111.978,Carl's Jr.
-112.134,33.6398,7477,7477,c,3470 W Bell Rd,Phoenix,AZ,85053-2926,(602) 863-3129,33.6398,-112.134,Carl's Jr.
-112.109,33.7128000000001,7478,7478,c,2501 W Happy Valley Rd Ste 44,Phoenix,AZ,85085-3702,(623) 434-0081,33.7128,-112.109,Carl's Jr.
-112.479,34.5509000000001,7479,7479,c,555 Miller Valley Rd,Prescott,AZ,86301,(928) 778-3907,34.5509,-112.479,Carl's Jr.
-114.236,33.6625000000001,7480,7480,c,1451 W Main St,Quartzsite,AZ,85346,(928) 927-5177,33.6625,-114.236,Carl's Jr.
-111.909,33.4872,7481,7481,c,3380 N Hayden Rd,Scottsdale,AZ,85251,(480) 947-0300,33.4872,-111.909,Carl's Jr.
-111.896,33.6232,7482,7482,c,15144 N Northsight Blvd,Scottsdale,AZ,85260,(480) 596-5663,33.6232,-111.896,Carl's Jr.
-110.277,31.5545000000001,7483,7483,c,2080 E Fry Blvd,Sierra Vista,AZ,85635,(520) 458-1809,31.5545,-110.277,Carl's Jr.
-110.978,32.2737000000001,7484,7484,c,3707 N Oracle Rd,Tucson,AZ,85705,(520) 888-4032,32.2737,-110.978,Carl's Jr.
-110.962,32.2867,7485,7485,c,635 E Wetmore Rd,Tucson,AZ,85705-1739,(520) 887-2301,32.2867,-110.962,Carl's Jr.
-110.922,32.1343,7486,7486,c,3289 E Valencia Rd,Tucson,AZ,85706,(520) 295-3536,32.1343,-110.922,Carl's Jr.
-110.826,32.2212000000001,7487,7487,c,7805 E Broadway,Tucson,AZ,85710,(520) 886-4354,32.2212,-110.826,Carl's Jr.
-110.905,32.2068000000001,7488,7488,c,4110 E 22nd St,Tucson,AZ,85711,(520) 748-1050,32.2068,-110.905,Carl's Jr.
-110.955,32.1777000000001,7489,7489,c,1070 E Ajo Way,Tucson,AZ,85713,(520) 889-1347,32.1777,-110.955,Carl's Jr.
-110.858,32.2508,7490,7490,c,6301 E Grant,Tucson,AZ,85715,(520) 886-6861,32.2508,-110.858,Carl's Jr.
-110.944,32.2213,7491,7491,c,1880 E Broadway Blvd,Tucson,AZ,85719,(520) 624-3302,32.2213,-110.944,Carl's Jr.
-110.981,32.2206000000001,7492,7492,c,615 W Congress St,Tucson,AZ,85745,(520) 622-0210,32.2206,-110.981,Carl's Jr.
-111.001,32.1336000000001,7493,7493,c,1691 W Valencia Rd,Tucson,AZ,85746-6029,(520) 294-4310,32.1336,-111.001,Carl's Jr.
-114.624,32.6695,7494,7494,c,388 W 32nd St,Yuma,AZ,85364,(928) 726-8161,32.6695,-114.624,Carl's Jr.
-114.61,32.6987,7495,7495,c,1020 E. 16th Street,Yuma,AZ,85365-2018,(928) 329-1711,32.6987,-114.61,Carl's Jr.
-118.757,34.1543,7496,7496,c,5709 Kanan Road,Agoura Hills,CA,91301,(818) 991-8403,34.1543,-118.757,Carl's Jr.
-122.273,37.7827,7497,7497,c,871 Marina Village Parkway,Alameda,CA,94501,(510) 523-1464,37.7827,-122.273,Carl's Jr.
-118.152,34.0880000000001,7498,7498,c,2521 W. Commonwealth Avenue,Alhambra,CA,91803-1308,(626) 457-1133,34.088,-118.152,Carl's Jr.
-117.729,33.5939000000001,7499,7499,c,23002 Aliso Creek Road,Aliso Viejo,CA,92656,(714) 362-9689,33.5939,-117.729,Carl's Jr.
-116.778,32.8384,7500,7500,c,1263 Tavern Road,Alpine,CA,91901-3819,(619) 659-0201,32.8384,-116.778,Carl's Jr.
-117.615,34.1216000000001,7501,7501,c,8736 Baseline,Alta Loma,CA,91701,(909) 987-4075,34.1216,-117.615,Carl's Jr.
-117.593,34.1328,7502,7502,c,9756 19th St,Alta Loma,CA,91737-3538,(909) 987-6186,34.1328,-117.593,Carl's Jr.
-117.959,33.8418,7503,7503,c,794 N Brookhurst St,Anaheim,CA,92801-3833,(714) 490-0991,33.8418,-117.959,Carl's Jr.
-117.95,33.8324,7504,7504,c,1900 W Lincoln,Anaheim,CA,92801,(714) 956-2020,33.8324,-117.95,Carl's Jr.
-117.924,33.8509,7505,7505,c,1200 N Harbor Blvd,Anaheim,CA,92801,(714) 776-8054,33.8509,-117.924,Carl's Jr.
-117.915,33.7954,7506,7506,c,2119 S. Harbor Blvd.,Anaheim,CA,92802,(714) 971-5641,33.7954,-117.915,Carl's Jr.
-117.919,33.8322000000001,7507,7507,c,275 S Harbor Blvd,Anaheim,CA,92805,(714) 635-1480,33.8322,-117.919,Carl's Jr.
-117.857,33.8511,7508,7508,c,3110 E La Palma,Anaheim,CA,92806,(714) 630-4164,33.8511,-117.857,Carl's Jr.
-117.871,33.8368,7509,7509,c,2820 E Lincoln,Anaheim,CA,92806,(714) 630-2874,33.8368,-117.871,Carl's Jr.
-117.889,33.8186000000001,7510,7510,c,1189 So State College,Anaheim,CA,92806,(714) 533-3310,33.8186,-117.889,Carl's Jr.
-117.889,33.8035,7511,7511,c,2025 E. Katella Avenue,Anaheim,CA,92806-6067,(714) 385-1504,33.8035,-117.889,Carl's Jr.
-117.876,33.8063000000001,7512,7512,c,2695 E. Katella Avenue,Anaheim,CA,92806,(714) 704-2457,33.8063,-117.876,Carl's Jr.
-117.889,33.7995000000001,7513,7513,c,2000 Gene Autry Way,Anaheim,CA,92806,(000) 000-0000,33.7995,-117.889,Carl's Jr.
-117.79,33.8598,7514,7514,c,5701 E La Palma,Anaheim,CA,92807,(714) 779-2580,33.8598,-117.79,Carl's Jr.
-117.838,33.8552,7515,7515,c,1091 North Tustin Avenue,Anaheim,CA,92807,(714) 666-8934,33.8552,-117.838,Carl's Jr.
-117.745,33.8674,7516,7516,c,8225 Santa Ana Canyon Rd,Anaheim,CA,92808,(714) 637-1014,33.8674,-117.745,Carl's Jr.
-121.786,37.9681,7517,7517,c,4194 Lone Tree Way,Antioch,CA,94531-6201,(925) 754-8288,37.9681,-121.786,Carl's Jr.
-117.191,34.5002000000001,7518,7518,c,21675 Yucca Loma Road,Apple Valley,CA,92307,(760) 247-6334,34.5002,-117.191,Carl's Jr.
-118.026,34.1304000000001,7519,7519,c,165 E Duarte Rd,Arcadia,CA,91006,(626) 447-4840,34.1304,-118.026,Carl's Jr.
-124.083,40.9002,7520,7520,c,4900 Valley West Blvd,Arcata,CA,95521,(707) 822-9058,40.9002,-124.083,Carl's Jr.
-120.606,35.1307,7521,7521,c,1590 W. Branch Street,Arroyo Grande,CA,93420,(805) 481-7052,35.1307,-120.606,Carl's Jr.
-120.662,35.4844000000001,7522,7522,c,7305 El Camino Real,Atascadero,CA,93422,(805) 466-8676,35.4844,-120.662,Carl's Jr.
-121.093,38.9353,7523,7523,c,2300 Grass Valley Highway,Auburn,CA,95603,(530) 823-8802,38.9353,-121.093,Carl's Jr.
-121.057,38.9218000000001,7524,7524,c,13312 Lincoln Way,Auburn,CA,95603-3225,(530) 887-9254,38.9218,-121.057,Carl's Jr.
-117.925,34.1335,7525,7525,c,1190 West Foothill Blvd,Azusa,CA,91702,(626) 334-5340,34.1335,-117.925,Carl's Jr.
-119.023,35.386,7526,7526,c,2930 F Street,Bakersfield,CA,93301,(661) 322-8751,35.386,-119.023,Carl's Jr.
-119.03,35.3396000000001,7527,7527,c,2412 Ming Ave,Bakersfield,CA,93304-4536,(661) 834-8646,35.3396,-119.03,Carl's Jr.
-119.029,35.3179,7528,7528,c,2400 White Lane,Bakersfield,CA,93304,(661) 836-3181,35.3179,-119.029,Carl's Jr.
-118.95,35.3976000000001,7529,7529,c,3901 Auburn Avenue,Bakersfield,CA,93306,(661) 871-5152,35.3976,-118.95,Carl's Jr.
-119.092,35.4006000000001,7530,7530,c,4520 Coffee Road,Bakersfield,CA,93308,(661) 587-9085,35.4006,-119.092,Carl's Jr.
-119.047,35.3834,7531,7531,c,3520 Rosedale Highway,Bakersfield,CA,93308,(661) 323-2641,35.3834,-119.047,Carl's Jr.
-119.044,35.3654000000001,7532,7532,c,815 Real Road,Bakersfield,CA,93309,(661) 323-0296,35.3654,-119.044,Carl's Jr.
-119.055,35.3181000000001,7533,7533,c,4800 White Lane,Bakersfield,CA,93309,(661) 398-9510,35.3181,-119.055,Carl's Jr.
-119.063,35.3544000000001,7534,7534,c,5520 Stockdale Hwy,Bakersfield,CA,93309-2569,(661) 322-9857,35.3544,-119.063,Carl's Jr.
-119.102,35.3399,7535,7535,c,9000 Ming Ave Ste Q,Bakersfield,CA,93311-1325,(661) 665-2396,35.3399,-119.102,Carl's Jr.
-117.969,34.0646,7536,7536,c,14080 Francisquito,Baldwin Park,CA,91706,(626) 962-2911,34.0646,-117.969,Carl's Jr.
-116.897,33.9253,7537,7537,c,1888 W Ramsey,Banning,CA,92220,(951) 849-5541,33.9253,-116.897,Carl's Jr.
-116.947,33.9228000000001,7538,7538,c,300 S Highland Springs Ave Bldg 4,Banning,CA,92220-6500,(951) 769-1378,33.9228,-116.947,Carl's Jr.
-117.003,34.8931000000001,7539,7539,c,1530 E Main Street,Barstow,CA,92311,(760) 256-8117,34.8931,-117.003,Carl's Jr.
-117.083,34.8497,7540,7540,c,2856 Lenwood Road,Barstow,CA,92311,(760) 253-4846,34.8497,-117.083,Carl's Jr.
-118.179,33.9691,7541,7541,c,4966 Florence Ave,Bell,CA,90201,(323) 771-1097,33.9691,-118.179,Carl's Jr.
-118.118,33.9019000000001,7542,7542,c,10148 Rosecrans Ave.,Bellflower,CA,90706,(562) 461-2906,33.9019,-118.118,Carl's Jr.
-122.114,38.0864,7543,7543,c,5990 E. 2nd Street,Benicia,CA,94510-1003,(707) 745-9383,38.0864,-122.114,Carl's Jr.
-116.303,33.7573,7544,7544,c,40050 Washington,Bermuda Dunes,CA,92203-9201,(760) 345-5677,33.7573,-116.303,Carl's Jr.
-116.897,34.2420000000001,7545,7545,c,P.O.Box 1742 (41717 Big Bear Bl),Big Bear Lake,CA,92315,(909) 866-9672,34.242,-116.897,Carl's Jr.
-118.395,37.369,7546,7546,c,768 North Main Street,Bishop,CA,93514,(760) 873-4090,37.369,-118.395,Carl's Jr.
-117.37,34.0687,7547,7547,c,3610 S Riverside Ave,Bloomington,CA,92316-3535,(951) 680-9623,34.0687,-117.37,Carl's Jr.
-114.605,33.6092,7548,7548,c,160 S Lovekin,Blythe,CA,92225,(760) 922-6913,33.6092,-114.605,Carl's Jr.
-115.541,32.9787,7549,7549,c,115 Main Street,Brawley,CA,92227,(760) 344-6363,32.9787,-115.541,Carl's Jr.
-117.888,33.9116000000001,7550,7550,c,1130 E Imperial Highway,Brea,CA,92821,(714) 529-8309,33.9116,-117.888,Carl's Jr.
-117.886,33.9129,7551,7551,c,2160 Brea Mall,Brea,CA,92821,(714) 990-4284,33.9129,-117.886,Carl's Jr.
-120.189,34.6113,7552,7552,c,208 E. Highway 246,Buellton,CA,93427,(805) 693-1125,34.6113,-120.189,Carl's Jr.
-118.011,33.8322000000001,7553,7553,c,8991 Knott Avenue,Buena Park,CA,90620,(714) 827-7210,33.8322,-118.011,Carl's Jr.
-117.988,33.8469,7554,7554,c,8361 La Palma,Buena Park,CA,90620,(714) 521-1865,33.8469,-117.988,Carl's Jr.
-117.998,33.8733,7555,7555,c,6002 Beach Blvd,Buena Park,CA,90621-2301,(714) 523-7240,33.8733,-117.998,Carl's Jr.
-118.32,34.1896,7556,7556,c,1320 N. San Fernando Road,Burbank,CA,91504,(818) 845-3396,34.1896,-118.32,Carl's Jr.
-118.343,34.1601,7557,7557,c,551 N Hollywood Way,Burbank,CA,91505,(818) 848-6166,34.1601,-118.343,Carl's Jr.
-119.399,35.4022,7558,7558,c,20640 Tracy Avenue (P.O.Box 915),Buttonwillow,CA,93206,(661) 764-6302,35.4022,-119.399,Carl's Jr.
-115.547,32.6792,7559,7559,c,221 W Us Highway 98,Calexico,CA,92231-9638,(760) 357-3717,32.6792,-115.547,Carl's Jr.
-119.07,34.2216,7560,7560,c,401 Las Posas Rd,Camarillo,CA,93010-5711,(805) 484-4588,34.2216,-119.07,Carl's Jr.
-120.969,38.6574000000001,7561,7561,c,4065 Cameron Park Drive,Cameron Park,CA,95682,(530) 677-7539,38.6574,-120.969,Carl's Jr.
-118.606,34.1885,7562,7562,c,6501 Topanga Canyon,Canoga Park,CA,91303,(818) 340-4161,34.1885,-118.606,Carl's Jr.
-118.594,34.2012,7563,7563,c,21201 Sherman Way,Canoga Park,CA,91303,(818) 716-0599,34.2012,-118.594,Carl's Jr.
-118.589,34.2198000000001,7564,7564,c,20900 Roscoe Blvd,Canoga Park,CA,91304,(818) 700-8584,34.2198,-118.589,Carl's Jr.
-118.571,34.2085000000001,7565,7565,c,20105 Saticoy,Canoga Park,CA,91306,(818) 709-0689,34.2085,-118.571,Carl's Jr.
-118.466,34.4156,7566,7566,c,18950 Soledad Canyon Rd,Canyon Country,CA,91351-3360,(661) 252-4114,34.4156,-118.466,Carl's Jr.
-121.965,36.9756,7567,7567,c,1855 41st St. Sp F2,Capitola,CA,95010,(831) 476-7511,36.9756,-121.965,Carl's Jr.
-117.287,33.1362,7568,7568,c,5808 Van Allen Way Suite #110,Carlsbad,CA,92008-7356,(760) 476-9130,33.1362,-117.287,Carl's Jr.
-117.344,33.1624,7569,7569,c,950 Carlsbad Village Drive,Carlsbad,CA,92008,(760) 729-7258,33.1624,-117.344,Carl's Jr.
-117.326,33.1769,7570,7570,c,2608 El Camino Real,Carlsbad,CA,92008,(760) 729-5584,33.1769,-117.326,Carl's Jr.
-117.318,33.1218000000001,7571,7571,c,925 Palomar Airport Road,Carlsbad,CA,92011-1110,(760) 438-1132,33.1218,-117.318,Carl's Jr.
-121.327,38.6608,7572,7572,c,5935 Madison Avenue,Carmichael,CA,95608,(916) 348-7735,38.6608,-121.327,Carl's Jr.
-118.264,33.8314,7573,7573,c,21703 S. Avalon Blvd,Carson,CA,90745,(310) 549-8632,33.8314,-118.264,Carl's Jr.
-118.266,33.8725000000001,7574,7574,c,17450 Avalon Blvd,Carson,CA,90746,(310) 323-6855,33.8725,-118.266,Carl's Jr.
-118.618,34.4899,7575,7575,c,31412 Rdg Route,Castaic,CA,91384-3300,(661) 257-3747,34.4899,-118.618,Carl's Jr.
-116.458,33.7782,7576,7576,c,68980 E Us Highway 111,Cathedral City,CA,92234-1304,(760) 328-2333,33.7782,-116.458,Carl's Jr.
-116.458,33.8145000000001,7577,7577,c,32-250 Date Palm Drive,Cathedral City,CA,92234,(760) 328-9875,33.8145,-116.458,Carl's Jr.
-120.939,37.5960000000001,7578,7578,c,2420 Mitchell Rd,Ceres,CA,95307,(209) 537-2277,37.596,-120.939,Carl's Jr.
-118.09,33.8583,7579,7579,c,11426 E South St.,Cerritos,CA,90703-6611,(562) 865-9617,33.8583,-118.09,Carl's Jr.
-118.595,34.2590000000001,7580,7580,c,9861 Desoto Ave,Chatsworth,CA,91311,(818) 998-0188,34.259,-118.595,Carl's Jr.
-121.861,39.7565000000001,7581,7581,c,2516 Esplanade,Chico,CA,95926,(530) 893-2908,39.7565,-121.861,Carl's Jr.
-121.805,39.7274,7582,7582,c,1940 East 20th St,Chico,CA,95928,(530) 345-9643,39.7274,-121.805,Carl's Jr.
-117.689,34.0353000000001,7583,7583,c,12005 Central Ave,Chino,CA,91710,(909) 628-2787,34.0353,-117.689,Carl's Jr.
-117.721,34.0001,7584,7584,c,3880 Grand Avenue,Chino,CA,91710-5419,(909) 591-5393,34.0001,-117.721,Carl's Jr.
-117.713,33.9828000000001,7585,7585,c,4200 Chino Hills Parkway #220,Chino Hills,CA,91709,(909) 393-7820,33.9828,-117.713,Carl's Jr.
-120.256,37.1252000000001,7586,7586,c,125 S Chowchilla Blvd,Chowchilla,CA,93610,(559) 665-7136,37.1252,-120.256,Carl's Jr.
-117.089,32.6308000000001,7587,7587,c,502 Broadway,Chula Vista,CA,91910-5308,(619) 498-1436,32.6308,-117.089,Carl's Jr.
-117,32.6445,7588,7588,c,1487 E. H Street,Chula Vista,CA,91910,(619) 482-2210,32.6445,-117,Carl's Jr.
-117.071,32.6173000000001,7589,7589,c,996 Third Ave,Chula Vista,CA,91911,(619) 426-6786,32.6173,-117.071,Carl's Jr.
-117.081,32.6101,7590,7590,c,1100 Broadway,Chula Vista,CA,91911,(619) 426-1609,32.6101,-117.081,Carl's Jr.
-116.969,32.6309,7591,7591,c,2097 Olympic Pkwy,Chula Vista,CA,91915-1356,(619) 421-9257,32.6309,-116.969,Carl's Jr.
-121.272,38.7032,7592,7592,c,7570 Sunrise Blvd,Citrus Heights,CA,95610-3001,(916) 726-0800,38.7032,-121.272,Carl's Jr.
-121.292,38.6782000000001,7593,7593,c,7400 Greenback Lane,Citrus Heights,CA,95610,(916) 722-1295,38.6782,-121.292,Carl's Jr.
-121.315,38.7073,7594,7594,c,6400 Antelope Road,Citrus Heights,CA,95621-1045,(916) 725-2521,38.7073,-121.315,Carl's Jr.
-118.156,34.0075000000001,7595,7595,c,5501 Telegraph Rd,Commerce,CA,90040-1511,(323) 725-1386,34.0075,-118.156,Carl's Jr.
-117.958,34.0207,7596,7596,c,210 S Hacienda Blvd,City Of Industry,CA,91745,(626) 330-7118,34.0207,-117.958,Carl's Jr.
-118.015,34.0279,7597,7597,c,13151 Crossroads Pkwy S,City Of Industry,CA,91746-3422,(562) 695-2510,34.0279,-118.015,Carl's Jr.
-117.871,33.9973,7598,7598,c,19782 East Walnut North,City Of Industry,CA,91789,(909) 595-6954,33.9973,-117.871,Carl's Jr.
-121.951,37.9567,7599,7599,c,1530 Kirker Pass Road,Clayton,CA,94517,(925) 672-9324,37.9567,-121.951,Carl's Jr.
-119.697,36.8376000000001,7600,7600,c,1125 Herndon Ave,Clovis,CA,93612-0409,(559) 325-1368,36.8376,-119.697,Carl's Jr.
-119.701,36.8093,7601,7601,c,1930 Clovis Avenue,Clovis,CA,93612,(559) 298-7200,36.8093,-119.701,Carl's Jr.
-119.695,36.8084,7602,7602,c,1050 Shaw Suite 1057,Clovis,CA,93612,(559) 299-6113,36.8084,-119.695,Carl's Jr.
-119.728,36.8083,7603,7603,c,818 W. Shaw Avenue,Clovis,CA,93612,(559) 348-0446,36.8083,-119.728,Carl's Jr.
-116.182,33.6847000000001,7604,7604,c,50-087 Harrison Street,Coachella,CA,92236,(760) 398-6636,33.6847,-116.182,Carl's Jr.
-116.169,33.7184,7605,7605,c,45-761 Dillon Road,Coachella,CA,92236,(760) 863-5862,33.7184,-116.169,Carl's Jr.
-120.262,36.2540000000001,7606,7606,c,25167 W Dorris Ave,Coalinga,CA,93210-9723,(559) 935-2980,36.254,-120.262,Carl's Jr.
-117.309,34.0492,7607,7607,c,1180 S. Mt. Vernon Avenue,Colton,CA,92324,(909) 824-8003,34.0492,-117.309,Carl's Jr.
-118.248,33.874,7608,7608,c,1931 W. Artesia Blvd.,Compton,CA,90220,(310) 632-5103,33.874,-118.248,Carl's Jr.
-117.545,33.8645000000001,7609,7609,c,1199 Magnolia Ave,Corona,CA,92879-3202,(951) 734-1867,33.8645,-117.545,Carl's Jr.
-117.518,33.8838000000001,7610,7610,c,2199 Sampson,Corona,CA,92879,(951) 279-7072,33.8838,-117.518,Carl's Jr.
-117.66,33.8786000000001,7611,7611,c,4718 Green River Rd,Corona,CA,92880-9162,(951) 736-7711,33.8786,-117.66,Carl's Jr.
-117.602,33.8795000000001,7612,7612,c,1865 W 6th,Corona,CA,92882-2957,(951) 734-2880,33.8795,-117.602,Carl's Jr.
-117.573,33.8445,7613,7613,c,230 W Foothill Pkwy,Corona,CA,92882,(951) 738-0809,33.8445,-117.573,Carl's Jr.
-117.488,33.7747,7614,7614,c,23740 Temescal Canyon Rd,Corona,CA,92883-7667,(951) 277-2619,33.7747,-117.488,Carl's Jr.
-117.921,33.6734000000001,7615,7615,c,1550 Adams Blvd,Costa Mesa,CA,92626,(714) 545-4194,33.6734,-117.921,Carl's Jr.
-117.926,33.6309,7616,7616,c,1501 Newport Blvd,Costa Mesa,CA,92627-3793,(949) 631-1079,33.6309,-117.926,Carl's Jr.
-117.908,34.0909,7617,7617,c,573 N. Azusa Avenue,Covina,CA,91722,(626) 331-2064,34.0909,-117.908,Carl's Jr.
-118.417,34.0126000000001,7618,7618,c,3816 S Sepulveda Blvd,Culver City,CA,90230,(310) 397-4119,34.0126,-118.417,Carl's Jr.
-122.036,37.3374000000001,7619,7619,c,20680 Homestead,Cupertino,CA,95014,(408) 996-1221,37.3374,-122.036,Carl's Jr.
-118.012,33.8031,7620,7620,c,6947 Katella Avenue,Cypress,CA,90630,(714) 220-4977,33.8031,-118.012,Carl's Jr.
-118.029,33.8097000000001,7621,7621,c,5930 Cerritos Avenue,Cypress,CA,90630,(714) 527-7443,33.8097,-118.029,Carl's Jr.
-122.471,37.6923,7622,7622,c,2434 Junipero Serra Blvd,Daly City,CA,94015-1632,(650) 994-9009,37.6923,-122.471,Carl's Jr.
-117.686,33.4648,7623,7623,c,34312 Pacific Coast Hwy,Dana Point,CA,92629,(949) 661-3955,33.4648,-117.686,Carl's Jr.
-121.732,38.5620000000001,7624,7624,c,1616 Covell Blvd.,Davis,CA,95616,(530) 758-1050,38.562,-121.732,Carl's Jr.
-121.742,38.5538000000001,7625,7625,c,U.C. Davis - Richard Kossak,Davis,CA,95616,(530) 752-7443,38.5538,-121.742,Carl's Jr.
-116.501,33.9539,7626,7626,c,13010 Palm Drive,Desert Hot Springs,CA,92240,(760) 329-0120,33.9539,-116.501,Carl's Jr.
-117.811,34.0223,7627,7627,c,141 S Diamond Bar Blvd,Diamond Bar,CA,91765,(909) 861-7136,34.0223,-117.811,Carl's Jr.
-121.855,38.4463000000001,7628,7628,c,125 Gateway Plz,Dixon,CA,95620,(707) 678-1372,38.4463,-121.855,Carl's Jr.
